transaction_id,date,amount,signed_amount,type,account_id,merchant,category,transaction_flag
TXN0751,01-03-2024,50575,50575,CREDIT,ACC443,Bonus,Travel,High Value
TXN0752,12-03-2024,58546,-58546,DEBIT,ACC501,Bonus,Shopping,High Value
TXN0753,21-02-2024,99966,99966,CREDIT,ACC216,Nike,Electronics,High Value
TXN0754,05-01-2024,61446,61446,CREDIT,ACC383,Walmart,Food,High Value
TXN0755,02-01-2024,1875,1875,CREDIT,ACC852,Amazon,Income,Normal
TXN0756,11-01-2024,9619,-9619,DEBIT,ACC865,Apple,Income,Normal
TXN0757,09-01-2024,24614,24614,CREDIT,ACC246,Uber,Income,Normal
TXN0758,17-03-2024,21780,21780,CREDIT,ACC229,Walmart,Shopping,Normal
TXN0759,17-03-2024,6706,6706,CREDIT,ACC515,Zara,Travel,Normal
TXN0760,23-02-2024,98518,-98518,DEBIT,ACC556,Swiggy,Shopping,High Value
TXN0761,12-01-2024,26877,-26877,DEBIT,ACC764,Nike,Shopping,Normal
TXN0762,19-03-2024,64106,-64106,DEBIT,ACC838,Salary,Food,High Value
TXN0763,29-03-2024,75044,-75044,DEBIT,ACC513,Zara,Shopping,High Value
TXN0764,14-03-2024,18314,18314,CREDIT,ACC656,Nike,Electronics,Normal
TXN0765,16-01-2024,42606,42606,CREDIT,ACC531,Salary,Travel,Normal
TXN0766,05-01-2024,24952,24952,CREDIT,ACC281,Bonus,Food,Normal
TXN0767,10-03-2024,79512,-79512,DEBIT,ACC680,Flipkart,Food,High Value
TXN0768,03-01-2024,69295,-69295,DEBIT,ACC256,Flipkart,Shopping,High Value
TXN0769,03-03-2024,17330,17330,CREDIT,ACC398,Walmart,Electronics,Normal
TXN0770,09-01-2024,74369,74369,CREDIT,ACC371,Flipkart,Income,High Value
TXN0771,08-03-2024,98518,-98518,DEBIT,ACC618,Bonus,Shopping,High Value
TXN0772,11-02-2024,8166,-8166,DEBIT,ACC368,Uber,Electronics,Normal
TXN0773,17-02-2024,17097,17097,CREDIT,ACC519,Salary,Electronics,Normal
TXN0774,07-03-2024,275,-275,DEBIT,ACC261,Amazon,Shopping,Normal
TXN0775,27-03-2024,71573,-71573,DEBIT,ACC319,Flipkart,Travel,High Value
TXN0776,19-02-2024,56155,56155,CREDIT,ACC573,Swiggy,Travel,High Value
TXN0777,08-01-2024,23282,23282,CREDIT,ACC573,Zara,Food,Normal
TXN0778,20-02-2024,29828,-29828,DEBIT,ACC415,Flipkart,Income,Normal
TXN0779,20-03-2024,44341,-44341,DEBIT,ACC434,Bonus,Income,Normal
TXN0780,04-02-2024,78780,78780,CREDIT,ACC827,Zara,Food,High Value
TXN0781,08-01-2024,74910,-74910,DEBIT,ACC350,Nike,Income,High Value
TXN0782,03-03-2024,5259,-5259,DEBIT,ACC846,Amazon,Travel,Normal
TXN0783,27-02-2024,29094,29094,CREDIT,ACC856,Flipkart,Shopping,Normal
TXN0784,07-03-2024,88496,-88496,DEBIT,ACC288,Bonus,Food,High Value
TXN0785,13-01-2024,91822,-91822,DEBIT,ACC140,Nike,Income,High Value
TXN0786,15-03-2024,61008,-61008,DEBIT,ACC825,Uber,Shopping,High Value
TXN0787,09-02-2024,40924,40924,CREDIT,ACC624,Flipkart,Income,Normal
TXN0788,30-03-2024,30935,30935,CREDIT,ACC853,Nike,Shopping,Normal
TXN0789,03-01-2024,37259,-37259,DEBIT,ACC678,Swiggy,Shopping,Normal
TXN0790,19-01-2024,59827,-59827,DEBIT,ACC812,Bonus,Electronics,High Value
TXN0791,24-01-2024,54888,54888,CREDIT,ACC660,Nike,Income,High Value
TXN0792,07-02-2024,24286,24286,CREDIT,ACC166,Zara,Food,Normal
TXN0793,21-03-2024,61908,61908,CREDIT,ACC857,Flipkart,Travel,High Value
TXN0794,30-03-2024,95970,95970,CREDIT,ACC851,Salary,Electronics,High Value
TXN0795,28-01-2024,94366,94366,CREDIT,ACC774,Apple,Income,High Value
TXN0796,26-03-2024,54070,54070,CREDIT,ACC418,Amazon,Shopping,High Value
TXN0797,28-01-2024,54635,54635,CREDIT,ACC542,Swiggy,Electronics,High Value
TXN0798,07-01-2024,81799,-81799,DEBIT,ACC762,Amazon,Shopping,High Value
TXN0799,28-01-2024,90672,90672,CREDIT,ACC300,Bonus,Electronics,High Value
TXN0800,02-03-2024,84772,-84772,DEBIT,ACC870,Apple,Food,High Value
TXN0801,06-03-2024,40033,40033,CREDIT,ACC431,Salary,Shopping,Normal
TXN0802,22-02-2024,79030,79030,CREDIT,ACC996,Bonus,Income,High Value
TXN0803,27-03-2024,88191,88191,CREDIT,ACC530,Apple,Travel,High Value
TXN0804,04-01-2024,89991,89991,CREDIT,ACC850,Amazon,Shopping,High Value
TXN0805,20-02-2024,3247,-3247,DEBIT,ACC667,Apple,Travel,Normal
TXN0806,25-03-2024,64173,-64173,DEBIT,ACC352,Apple,Travel,High Value
TXN0807,31-01-2024,5275,5275,CREDIT,ACC145,Apple,Income,Normal
TXN0808,20-02-2024,57720,57720,CREDIT,ACC336,Flipkart,Shopping,High Value
TXN0809,27-01-2024,54435,54435,CREDIT,ACC174,Apple,Travel,High Value
TXN0810,06-02-2024,86293,-86293,DEBIT,ACC858,Walmart,Income,High Value
TXN0811,22-01-2024,63376,63376,CREDIT,ACC865,Flipkart,Food,High Value
TXN0812,07-03-2024,21882,21882,CREDIT,ACC190,Amazon,Electronics,Normal
TXN0813,05-01-2024,6055,6055,CREDIT,ACC451,Apple,Income,Normal
TXN0814,29-02-2024,88447,-88447,DEBIT,ACC133,Swiggy,Income,High Value
TXN0815,01-01-2024,96382,96382,CREDIT,ACC633,Bonus,Shopping,High Value
TXN0816,01-02-2024,84386,-84386,DEBIT,ACC202,Zara,Shopping,High Value
TXN0817,17-02-2024,94492,-94492,DEBIT,ACC520,Uber,Food,High Value
TXN0818,06-02-2024,60032,60032,CREDIT,ACC953,Apple,Income,High Value
TXN0819,14-01-2024,86274,-86274,DEBIT,ACC151,Apple,Income,High Value
TXN0820,03-03-2024,33425,-33425,DEBIT,ACC813,Nike,Shopping,Normal
TXN0821,01-02-2024,12035,12035,CREDIT,ACC710,Amazon,Food,Normal
TXN0822,01-02-2024,88346,-88346,DEBIT,ACC788,Zara,Travel,High Value
TXN0823,01-02-2024,24286,24286,CREDIT,ACC979,Swiggy,Food,Normal
TXN0824,21-02-2024,76415,-76415,DEBIT,ACC668,Zara,Travel,High Value
TXN0825,29-03-2024,46462,-46462,DEBIT,ACC157,Salary,Income,Normal
TXN0826,27-03-2024,8170,-8170,DEBIT,ACC737,Flipkart,Travel,Normal
TXN0827,21-03-2024,73911,-73911,DEBIT,ACC803,Bonus,Electronics,High Value
TXN0828,10-01-2024,30350,30350,CREDIT,ACC267,Salary,Income,Normal
TXN0829,03-01-2024,65289,65289,CREDIT,ACC736,Uber,Electronics,High Value
TXN0830,27-01-2024,94246,94246,CREDIT,ACC768,Bonus,Electronics,High Value
TXN0831,24-01-2024,49361,-49361,DEBIT,ACC852,Uber,Income,Normal
TXN0832,28-02-2024,17823,-17823,DEBIT,ACC575,Apple,Food,Normal
TXN0833,27-01-2024,86641,-86641,DEBIT,ACC215,Nike,Shopping,High Value
TXN0834,01-03-2024,993,-993,DEBIT,ACC857,Amazon,Food,Normal
TXN0835,15-02-2024,6309,6309,CREDIT,ACC956,Bonus,Electronics,Normal
TXN0836,20-02-2024,66379,-66379,DEBIT,ACC584,Uber,Travel,High Value
TXN0837,01-03-2024,35908,-35908,DEBIT,ACC661,Nike,Travel,Normal
TXN0838,08-01-2024,1237,-1237,DEBIT,ACC704,Zara,Travel,Normal
TXN0839,02-01-2024,17160,-17160,DEBIT,ACC824,Flipkart,Electronics,Normal
TXN0840,19-03-2024,16444,16444,CREDIT,ACC928,Apple,Income,Normal
TXN0841,25-01-2024,90034,-90034,DEBIT,ACC689,Flipkart,Travel,High Value
TXN0842,07-01-2024,68158,-68158,DEBIT,ACC175,Bonus,Travel,High Value
TXN0843,08-02-2024,45494,45494,CREDIT,ACC133,Amazon,Income,Normal
TXN0844,07-02-2024,6906,6906,CREDIT,ACC552,Amazon,Electronics,Normal
TXN0845,15-03-2024,67037,-67037,DEBIT,ACC706,Flipkart,Income,High Value
TXN0846,25-01-2024,67620,-67620,DEBIT,ACC544,Salary,Electronics,High Value
TXN0847,01-01-2024,86265,-86265,DEBIT,ACC914,Salary,Electronics,High Value
TXN0848,14-03-2024,30577,30577,CREDIT,ACC236,Swiggy,Electronics,Normal
TXN0849,09-03-2024,87405,-87405,DEBIT,ACC387,Bonus,Income,High Value
TXN0850,14-01-2024,16236,16236,CREDIT,ACC534,Flipkart,Food,Normal
TXN0851,14-01-2024,96392,-96392,DEBIT,ACC629,Zara,Shopping,High Value
TXN0852,03-01-2024,48394,48394,CREDIT,ACC334,Walmart,Shopping,Normal
TXN0853,13-02-2024,20796,20796,CREDIT,ACC102,Swiggy,Travel,Normal
TXN0854,10-02-2024,64296,-64296,DEBIT,ACC618,Salary,Electronics,High Value
TXN0855,09-02-2024,46745,46745,CREDIT,ACC758,Flipkart,Food,Normal
TXN0856,14-02-2024,43043,-43043,DEBIT,ACC166,Amazon,Income,Normal
TXN0857,07-02-2024,4466,4466,CREDIT,ACC585,Flipkart,Electronics,Normal
TXN0858,27-01-2024,88076,-88076,DEBIT,ACC445,Apple,Electronics,High Value
TXN0859,08-01-2024,72522,-72522,DEBIT,ACC798,Nike,Electronics,High Value
TXN0860,06-01-2024,64326,-64326,DEBIT,ACC366,Uber,Food,High Value
TXN0861,27-01-2024,31509,-31509,DEBIT,ACC251,Uber,Electronics,Normal
TXN0862,11-03-2024,85280,-85280,DEBIT,ACC795,Nike,Income,High Value
TXN0863,12-01-2024,20045,-20045,DEBIT,ACC549,Nike,Travel,Normal
TXN0864,14-02-2024,93421,93421,CREDIT,ACC662,Amazon,Shopping,High Value
TXN0865,29-03-2024,67487,67487,CREDIT,ACC863,Swiggy,Food,High Value
TXN0866,19-02-2024,17386,17386,CREDIT,ACC981,Uber,Income,Normal
TXN0867,10-01-2024,65129,65129,CREDIT,ACC512,Zara,Electronics,High Value
TXN0868,12-01-2024,30894,30894,CREDIT,ACC791,Salary,Electronics,Normal
TXN0869,17-02-2024,62367,62367,CREDIT,ACC125,Nike,Electronics,High Value
TXN0870,25-01-2024,63644,63644,CREDIT,ACC175,Flipkart,Food,High Value
TXN0871,01-03-2024,95067,-95067,DEBIT,ACC382,Nike,Travel,High Value
TXN0872,19-01-2024,98064,98064,CREDIT,ACC722,Uber,Shopping,High Value
TXN0873,18-02-2024,34675,34675,CREDIT,ACC396,Zara,Food,Normal
TXN0874,18-03-2024,35909,35909,CREDIT,ACC122,Uber,Shopping,Normal
TXN0875,15-03-2024,82234,82234,CREDIT,ACC648,Amazon,Income,High Value
TXN0876,18-01-2024,2104,-2104,DEBIT,ACC820,Zara,Income,Normal
TXN0877,17-03-2024,89194,-89194,DEBIT,ACC668,Bonus,Electronics,High Value
TXN0878,31-01-2024,87349,-87349,DEBIT,ACC389,Nike,Electronics,High Value
TXN0879,26-03-2024,52493,52493,CREDIT,ACC413,Apple,Income,High Value
TXN0880,21-03-2024,6207,-6207,DEBIT,ACC858,Flipkart,Electronics,Normal
TXN0881,21-03-2024,16984,-16984,DEBIT,ACC470,Walmart,Food,Normal
TXN0882,03-02-2024,1067,-1067,DEBIT,ACC704,Swiggy,Electronics,Normal
TXN0883,03-03-2024,90857,-90857,DEBIT,ACC703,Zara,Travel,High Value
TXN0884,15-01-2024,39483,-39483,DEBIT,ACC943,Apple,Food,Normal
TXN0885,25-02-2024,66892,-66892,DEBIT,ACC673,Walmart,Income,High Value
TXN0886,30-01-2024,98155,98155,CREDIT,ACC189,Zara,Travel,High Value
TXN0887,14-03-2024,46732,-46732,DEBIT,ACC650,Bonus,Income,Normal
TXN0888,08-03-2024,25405,-25405,DEBIT,ACC186,Bonus,Electronics,Normal
TXN0889,06-02-2024,74668,-74668,DEBIT,ACC398,Uber,Electronics,High Value
TXN0890,26-03-2024,31512,31512,CREDIT,ACC179,Bonus,Income,Normal
TXN0891,03-03-2024,72753,-72753,DEBIT,ACC995,Walmart,Shopping,High Value
TXN0892,30-03-2024,54499,-54499,DEBIT,ACC163,Bonus,Electronics,High Value
TXN0893,11-01-2024,72534,-72534,DEBIT,ACC829,Bonus,Travel,High Value
TXN0894,07-03-2024,13444,13444,CREDIT,ACC335,Walmart,Electronics,Normal
TXN0895,22-03-2024,47928,47928,CREDIT,ACC260,Bonus,Shopping,Normal
TXN0896,06-01-2024,54842,54842,CREDIT,ACC884,Swiggy,Income,High Value
TXN0897,18-01-2024,46867,-46867,DEBIT,ACC808,Apple,Income,Normal
TXN0898,14-03-2024,4998,4998,CREDIT,ACC972,Flipkart,Food,Normal
TXN0899,01-03-2024,91644,-91644,DEBIT,ACC568,Swiggy,Income,High Value
TXN0900,10-02-2024,77797,-77797,DEBIT,ACC587,Salary,Food,High Value
TXN0901,31-01-2024,78706,78706,CREDIT,ACC945,Walmart,Electronics,High Value
TXN0902,16-01-2024,87129,87129,CREDIT,ACC154,Walmart,Shopping,High Value
TXN0903,02-02-2024,43319,-43319,DEBIT,ACC871,Flipkart,Income,Normal
TXN0904,09-01-2024,53253,-53253,DEBIT,ACC728,Zara,Travel,High Value
TXN0905,10-03-2024,73914,-73914,DEBIT,ACC864,Walmart,Shopping,High Value
TXN0906,13-02-2024,66309,66309,CREDIT,ACC638,Bonus,Food,High Value
TXN0907,21-03-2024,16280,16280,CREDIT,ACC848,Swiggy,Income,Normal
TXN0908,12-03-2024,36763,36763,CREDIT,ACC126,Salary,Shopping,Normal
TXN0909,17-02-2024,75012,-75012,DEBIT,ACC634,Uber,Income,High Value
TXN0910,03-03-2024,65733,-65733,DEBIT,ACC703,Zara,Shopping,High Value
TXN0911,26-02-2024,53172,53172,CREDIT,ACC753,Swiggy,Electronics,High Value
TXN0912,20-01-2024,22425,-22425,DEBIT,ACC810,Walmart,Electronics,Normal
TXN0913,25-02-2024,40865,-40865,DEBIT,ACC525,Nike,Travel,Normal
TXN0914,19-03-2024,22981,-22981,DEBIT,ACC976,Salary,Income,Normal
TXN0915,28-01-2024,12645,12645,CREDIT,ACC372,Walmart,Shopping,Normal
TXN0916,21-01-2024,43745,43745,CREDIT,ACC717,Swiggy,Electronics,Normal
TXN0917,16-01-2024,52167,-52167,DEBIT,ACC946,Flipkart,Shopping,High Value
TXN0918,04-03-2024,15148,15148,CREDIT,ACC677,Nike,Income,Normal
TXN0919,06-02-2024,50938,-50938,DEBIT,ACC837,Salary,Income,High Value
TXN0920,27-03-2024,73126,73126,CREDIT,ACC266,Swiggy,Shopping,High Value
TXN0921,22-02-2024,39938,-39938,DEBIT,ACC143,Apple,Travel,Normal
TXN0922,31-03-2024,50242,50242,CREDIT,ACC126,Nike,Travel,High Value
TXN0923,08-02-2024,98352,-98352,DEBIT,ACC472,Apple,Electronics,High Value
TXN0924,12-01-2024,49368,49368,CREDIT,ACC762,Flipkart,Travel,Normal
TXN0925,07-01-2024,58936,-58936,DEBIT,ACC403,Apple,Food,High Value
TXN0926,17-03-2024,39882,39882,CREDIT,ACC135,Flipkart,Shopping,Normal
TXN0927,09-03-2024,77023,-77023,DEBIT,ACC732,Walmart,Income,High Value
TXN0928,02-01-2024,68469,-68469,DEBIT,ACC958,Flipkart,Electronics,High Value
TXN0929,10-02-2024,82220,-82220,DEBIT,ACC142,Bonus,Food,High Value
TXN0930,19-03-2024,71582,71582,CREDIT,ACC133,Amazon,Income,High Value
TXN0931,04-03-2024,3506,3506,CREDIT,ACC929,Swiggy,Travel,Normal
TXN0932,23-01-2024,94192,94192,CREDIT,ACC373,Nike,Shopping,High Value
TXN0933,16-01-2024,97878,-97878,DEBIT,ACC481,Bonus,Shopping,High Value
TXN0934,06-03-2024,51046,-51046,DEBIT,ACC839,Apple,Income,High Value
TXN0935,01-01-2024,58394,-58394,DEBIT,ACC133,Nike,Income,High Value
TXN0936,01-02-2024,40724,40724,CREDIT,ACC994,Zara,Electronics,Normal
TXN0937,20-03-2024,16883,16883,CREDIT,ACC917,Walmart,Electronics,Normal
TXN0938,08-01-2024,66900,-66900,DEBIT,ACC783,Zara,Electronics,High Value
TXN0939,12-03-2024,4678,-4678,DEBIT,ACC511,Flipkart,Income,Normal
TXN0940,25-02-2024,71954,71954,CREDIT,ACC551,Nike,Income,High Value
TXN0941,28-03-2024,82379,-82379,DEBIT,ACC207,Flipkart,Travel,High Value
TXN0942,23-03-2024,51924,51924,CREDIT,ACC885,Walmart,Income,High Value
TXN0943,11-03-2024,62149,62149,CREDIT,ACC425,Swiggy,Income,High Value
TXN0944,06-02-2024,58167,-58167,DEBIT,ACC805,Salary,Travel,High Value
TXN0945,21-02-2024,71019,71019,CREDIT,ACC499,Zara,Electronics,High Value
TXN0946,01-03-2024,23269,-23269,DEBIT,ACC852,Walmart,Income,Normal
TXN0947,29-02-2024,67901,67901,CREDIT,ACC833,Walmart,Travel,High Value
TXN0948,24-03-2024,66937,66937,CREDIT,ACC326,Bonus,Income,High Value
TXN0949,15-02-2024,69798,-69798,DEBIT,ACC589,Uber,Income,High Value
TXN0950,08-02-2024,73925,73925,CREDIT,ACC231,Nike,Income,High Value
TXN0951,19-02-2024,83259,-83259,DEBIT,ACC756,Nike,Income,High Value
TXN0952,02-02-2024,4025,-4025,DEBIT,ACC422,Flipkart,Travel,Normal
TXN0953,18-01-2024,16520,16520,CREDIT,ACC113,Salary,Income,Normal
TXN0954,09-02-2024,2074,-2074,DEBIT,ACC971,Zara,Shopping,Normal
TXN0955,01-02-2024,10802,10802,CREDIT,ACC128,Amazon,Income,Normal
TXN0956,28-03-2024,38856,-38856,DEBIT,ACC356,Nike,Shopping,Normal
TXN0957,28-01-2024,72751,-72751,DEBIT,ACC621,Bonus,Shopping,High Value
TXN0958,04-02-2024,7126,-7126,DEBIT,ACC474,Flipkart,Electronics,Normal
TXN0959,24-01-2024,95559,-95559,DEBIT,ACC841,Zara,Income,High Value
TXN0960,27-01-2024,2149,-2149,DEBIT,ACC836,Nike,Shopping,Normal
TXN0961,29-01-2024,23815,23815,CREDIT,ACC672,Uber,Food,Normal
TXN0962,06-03-2024,12563,-12563,DEBIT,ACC179,Bonus,Travel,Normal
TXN0963,09-01-2024,2847,2847,CREDIT,ACC493,Amazon,Income,Normal
TXN0964,22-03-2024,20949,-20949,DEBIT,ACC752,Apple,Electronics,Normal
TXN0965,13-02-2024,84019,84019,CREDIT,ACC122,Nike,Shopping,High Value
TXN0966,22-02-2024,27932,27932,CREDIT,ACC576,Amazon,Food,Normal
TXN0967,21-02-2024,44140,-44140,DEBIT,ACC499,Salary,Electronics,Normal
TXN0968,04-01-2024,26925,-26925,DEBIT,ACC156,Salary,Income,Normal
TXN0969,13-03-2024,88470,-88470,DEBIT,ACC432,Flipkart,Food,High Value
TXN0970,27-01-2024,21878,21878,CREDIT,ACC359,Flipkart,Travel,Normal
TXN0971,18-02-2024,83579,83579,CREDIT,ACC980,Nike,Shopping,High Value
TXN0972,25-02-2024,59822,59822,CREDIT,ACC529,Flipkart,Shopping,High Value
TXN0973,03-01-2024,73169,73169,CREDIT,ACC706,Flipkart,Income,High Value
TXN0974,06-01-2024,37355,-37355,DEBIT,ACC327,Uber,Income,Normal
TXN0975,27-03-2024,56561,56561,CREDIT,ACC275,Swiggy,Food,High Value
TXN0976,19-02-2024,63400,-63400,DEBIT,ACC740,Flipkart,Travel,High Value
TXN0977,15-02-2024,53942,-53942,DEBIT,ACC642,Apple,Income,High Value
TXN0978,12-03-2024,85967,-85967,DEBIT,ACC803,Walmart,Electronics,High Value
TXN0979,29-02-2024,54158,54158,CREDIT,ACC271,Nike,Travel,High Value
TXN0980,26-03-2024,99652,-99652,DEBIT,ACC623,Walmart,Travel,High Value
TXN0981,12-03-2024,86381,86381,CREDIT,ACC379,Nike,Electronics,High Value
TXN0982,31-01-2024,32939,-32939,DEBIT,ACC294,Nike,Travel,Normal
TXN0983,11-02-2024,48640,-48640,DEBIT,ACC981,Swiggy,Income,Normal
TXN0984,24-01-2024,66955,-66955,DEBIT,ACC414,Bonus,Electronics,High Value
TXN0985,12-02-2024,64003,64003,CREDIT,ACC572,Walmart,Electronics,High Value
TXN0986,02-01-2024,87462,87462,CREDIT,ACC136,Bonus,Shopping,High Value
TXN0987,24-03-2024,62767,62767,CREDIT,ACC469,Salary,Electronics,High Value
TXN0988,19-03-2024,77369,77369,CREDIT,ACC360,Uber,Travel,High Value
TXN0989,24-02-2024,30134,30134,CREDIT,ACC495,Flipkart,Food,Normal
TXN0990,13-01-2024,47385,-47385,DEBIT,ACC242,Apple,Electronics,Normal
TXN0991,08-03-2024,13189,-13189,DEBIT,ACC564,Zara,Shopping,Normal
TXN0992,03-01-2024,79191,79191,CREDIT,ACC936,Uber,Shopping,High Value
TXN0993,01-02-2024,99668,99668,CREDIT,ACC100,Bonus,Food,High Value
TXN0994,19-02-2024,16722,16722,CREDIT,ACC709,Walmart,Travel,Normal
TXN0995,19-03-2024,80240,-80240,DEBIT,ACC780,Walmart,Food,High Value
TXN0996,06-03-2024,64793,-64793,DEBIT,ACC511,Bonus,Electronics,High Value
TXN0997,21-03-2024,15321,15321,CREDIT,ACC517,Apple,Food,Normal
TXN0998,27-01-2024,6555,-6555,DEBIT,ACC183,Salary,Shopping,Normal
TXN0999,09-01-2024,59357,-59357,DEBIT,ACC380,Zara,Electronics,High Value
TXN1000,25-01-2024,38080,-38080,DEBIT,ACC834,Apple,Food,Normal
